Log_Date,Log_Time,Time,Depth,Ax,Ay,Az,pitch,roll,yaw,velocityx,velocityy,velocityz,distancex,distancey,distancez,rpm,rudderangle,sternangle
18.08.2026,18:36:12,125300,0,0.028464,0.05,-0.23,1.0625,-16.625,96.125,3.769573,0,0,299.8423,0,0,2000,45,-0.1875
18.08.2026,18:36:12,125406,0,0.058276,-0.03,-0.3,1.125,-15.75,95.9375,3.770138,0,0,300.2569,0,0,2000,45,0.0625
18.08.2026,18:36:12,125512,0,0.027695,-0.15,-0.19,1.375,-13.4375,95.9375,3.769573,0,0,300.6715,0,0,2000,45,1.0625
18.08.2026,18:36:12,125618,0,-0.042368,-0.13,-0.04,2,-11.4375,96.1875,3.769573,0,0,301.0484,0,0,2000,45,2
18.08.2026,18:36:12,125724,0,0.167906,-0.05,-0.28,2.6875,-10.125,96.6875,3.771228,0,0,301.463,0,0,2000,45,4.75
18.08.2026,18:36:12,125830,0,0.295339,-0.11,-0.1,3.0625,-9.75,97.3125,3.77229,0,0,301.8399,0,0,2000,45,6.25
18.08.2026,18:36:12,125936,0,0.103222,-0.11,-0.15,2.5625,-9.6875,97.625,3.769573,0,0,302.2545,0,0,2000,45,5.25
18.08.2026,18:36:12,126042,0,-0.007416,-0.01,-0.23,1.8125,-9.0625,97.6875,3.769424,0,0,302.669,0,0,2000,45,-5
18.08.2026,18:36:12,126148,0,-0.117119,0.1,-0.21,0.9375,-9.0625,97.5,3.768332,0,0,303.0459,0,0,2000,45,-8.5
18.08.2026,18:36:12,126255,0,-0.104497,0.16,-0.01,0,-10.6875,96.875,3.769572,0,0,303.4605,0,0,2000,45,-10.1875
18.08.2026,18:36:12,126361,0,0.085788,0.13,-0.33,-0.3125,-13.4375,96.3125,3.770389,0,0,303.8751,0,0,2000,45,-8.8125
18.08.2026,18:36:12,126467,0,-0.153948,-0.03,-0.34,-0.1875,-15.6875,95.875,3.767994,0,0,304.252,0,0,2000,45,-3.625
18.08.2026,18:36:12,126573,0,-0.212433,-0.01,-0.25,0.1875,-14.875,95.8125,3.769573,0,0,304.6666,0,0,2000,45,-0.5625
18.08.2026,18:36:12,126679,0,-0.010092,-0.33,0.15,0.8125,-10.875,95.9375,3.769573,0,0,305.0435,0,0,2000,45,-2.75
18.08.2026,18:36:12,126785,0,0.547628,-0.65,0.03,1.6875,-3.125,96.375,3.775026,0,0,305.458,0,0,2000,45,0
18.08.2026,18:36:12,126891,0,0.422338,-0.38,-0.07,2,-0.875,96.875,3.769573,0,0,305.8726,0,0,2000,45,2
18.08.2026,18:36:12,126997,0,0.228613,-0.08,-0.18,2.1875,-2.6875,97.1875,3.769573,0,0,306.2495,0,0,2000,45,2.5
18.08.2026,18:36:12,127103,0,0.106727,0.16,-0.19,2.5625,-5.625,97.0625,3.770505,0,0,306.6641,0,0,2000,45,5.8125
18.08.2026,18:36:12,127209,0,-0.312646,0.27,-0.34,2.3125,-9.5625,96.4375,3.766326,0,0,307.041,0,0,2000,45,3.25
18.08.2026,18:36:12,127315,0,-0.148852,0.39,-0.3,1.5,-12.9375,95.5,3.769572,0,0,307.4556,0,0,2000,45,0.75
18.08.2026,18:36:12,127421,0,0.161994,0.3,-0.31,1.1875,-13.125,95.125,3.77111,0,0,307.8701,0,0,2000,45,-4.375
18.08.2026,18:36:12,127527,0,0.021074,0.07,-0.1,0.9375,-13.4375,94.875,3.769694,0,0,308.247,0,0,2000,45,-3.8125
18.08.2026,18:36:12,127633,0,-0.039256,0.05,-0.02,0.875,-14,94.5,3.769573,0,0,308.6616,0,0,2000,45,-0.9375
18.08.2026,18:36:12,127740,0,-0.049288,0.08,-0.18,1.4375,-13.5,93.1875,3.769573,0,0,309.0385,0,0,2000,45,-1
18.08.2026,18:36:12,127846,0,-0.138637,0.07,0.01,2.125,-13.25,91.75,3.7681,0,0,309.4531,0,0,2000,45,1.75
18.08.2026,18:36:12,127952,0,-0.246447,-0.19,0.73,2.75,-12.3125,90.6875,3.769573,0,0,309.8677,0,0,2000,45,9.6875
18.08.2026,18:36:12,128058,0,-0.173878,-0.2,0.46,3.4375,-11.375,90.3125,3.769573,0,0,310.2446,0,0,2000,45,7.75
18.08.2026,18:36:12,128164,0,-0.151476,-0.13,-0.36,4.0625,-11.6875,90.5,3.768046,0,0,310.6591,0,0,2000,45,10.25
18.08.2026,18:36:12,128270,0,-0.109056,-0.06,-0.68,3.75,-14.25,90.6875,3.768991,0,0,311.036,0,0,2000,45,10
18.08.2026,18:36:12,128376,0,-0.118132,-0.09,-0.58,2.1875,-16.3125,90.1875,3.769573,0,0,311.4506,0,0,2000,45,5
18.08.2026,18:36:12,128482,0,0.022921,-0.07,-0.35,0.3125,-16.375,89.375,3.769831,0,0,311.8652,0,0,2000,45,-17.25
18.08.2026,18:36:12,128588,0,0.132296,-0.04,-0.26,-0.625,-15.1875,88.5625,3.770917,0,0,312.2421,0,0,2000,45,-13.1875
18.08.2026,18:36:12,128694,0,-0.248751,0.03,-0.44,-0.1875,-15.5,87.9375,3.769573,0,0,312.6567,0,0,2000,45,1.0625
18.08.2026,18:36:12,128800,0,0.261426,0.13,0.03,1.5,-16.4375,87.5625,3.769573,0,0,313.0336,0,0,2000,45,14.0625
18.08.2026,18:36:12,128906,0,-0.200702,0.24,-0.09,2.6875,-19.4375,87.625,3.767559,0,0,313.4482,0,0,2000,45,14.125
18.08.2026,18:36:12,129012,0,-0.058456,0.16,-0.04,2.9375,-20.8125,87.75,3.769573,0,0,313.8627,0,0,2000,45,7.3125
18.08.2026,18:36:12,129118,0,0.380475,0.18,0.12,2.5625,-19.25,87.9375,3.769573,0,0,314.2396,0,0,2000,45,4.25
18.08.2026,18:36:12,129225,0,-0.072883,0.22,-0.01,2.0625,-19.4375,88.4375,3.770016,0,0,314.6542,0,0,2000,45,2.5
18.08.2026,18:36:12,129331,0,0.04763,0.24,-0.09,1.9375,-19.75,88.75,3.769573,0,0,315.0688,0,0,2000,45,1.75
18.08.2026,18:36:12,129437,0,0.216483,0.35,-0.19,2.0625,-18.9375,88.875,3.769573,0,0,315.4457,0,0,2000,45,2
